Arctic/Far North Animals,caribou,narwhal,penguin,polarbear,reindeer,seal,sealion,snowfox,snowleopard,walrus,wolf,yak
Australian Animals,armadillo,dingo,emu,kangaroo,koala,opossum,platypus,possum,wallaby,wombat
Beasts of Burden,camel,donkey,horse,llama,mule,pony,yak
Birds,bird,blackbird,bluebird,bluefootedbooby,bluejay,canary,cardinal,chick,chickadee,chicken,cockatoo,crane,crow,dodo,dove,duck,duckbill,eagle,egret,elephant,emu,falcon,finch,flamingo,gazelle,goldfinch,goldfish,goose,gull,gulls,hawk,hen,heron,hummingbird,kiwi,loon,macaw,nightingale,oriole,ostrich,owl,parakeet,parrot,peacock,pelican,penguin,pheasant,pigeon,quail,raptor,raven,robin,rooster,seagull,sparrow,stork,swan,tiger,toucan,turkey,vulture,woodpecker
Canines,coyote,dog,fox,hyena,wolf
Farm Animals,alpaca,bear,billygoat,blackbear,brownbear,bull,calf,cattle,chicken,cock,colt,cow,dolphin,donkey,duck,ewe,ferret,goat,goose,grizzly,hen,hog,horse,kitten,lamb,llama,mule,ox,pig,piglet,pony,potbelliedpig,rooster,sheep,snake,turkey,turtle,unicorn,whale
Felines,bear,bengaltiger,bobcat,cat,cheetah,cougar,jaguar,leopard,liger,lion,lioness,lynx,mountainlion,ocelot,panther,puma,snowleopard,snowlion,tiger,wildcat
Fish,angelfish,bacterium,barracuda,bass,beluga,betta,blowfish,bluegill,bluewhale,brineshrimp,catfish,clam,clownfish,coral,crab,crawfish,dolphin,eel,fish,flounder,goldfish,greatwhiteshark,guppy,hammerheadshark,humpbackwhale,jellyfish,killerwhale,koi,leech,lobster,makoshark,manatee,mantaray,minnow,monkey,narwhal,octopus,orca,oyster,pike,piranha,porpoise,salmon,sanddollar,scallop,seahorse,sealion,seamonkey,shark,shrimp,sponge,squid,starfish,stingray,swordfish,tadpole,tilapia,trout,tuna,turtle,urchin,whale,whaleshark
Insects,ant,antlion,bee,beetle,blackwidow,bug,butterfly,caterpillar,centipede,cockroach,cricket,flea,fly,gnat,grasshopper,hornet,insect,junebug,ladybug,mosquito,moth,pillbug,prayingmantis,scorpion,slug,spider,stickinsect,tarantula,tick,wasp,worm
Jungle Animals,alligator,ape,baboon,capybara,chimpanzee,crocodile,gorilla,jaguar,lemur,leopard,manatee,marmoset,monkey,ocelot,orangutan,panda,panther,puma,python,sloth,snake,snowmonkey,tiger
Non-Jungle Animals,aardvark,anteater,antelope,bengaltiger,boar,buffalo,camel,cheetah,elephant,flamingo,fox,gazelle,gecko,giraffe,hippopotamus,hyena,komododragon,leopard,liger,lion,meerkat,mole,mongoose,okapi,ostrich,rhino,rhinoceros,tiger,warthog,wildebeest,zebra
North American,badger,bear,beaver,bison,blackbear,blacktaileddeer,boar,bobcat,bronco,brownbear,buck,buffalo,bunny,caribou,chipmunk,cougar,coyote,cub,deer,dinosaur,doe,eagle,elk,fisher,fox,gazelle,goat,goldenmarmot,grizzly,groundhog,hare,hawk,jackrabbit,kodiakbear,lynx,mammal,mink,monkey,moose,mountainbear,mountaingoat,mountainlion,muledeer,muskrat,panther,porcupine,possum,prairiedog,rabbit,raccoon,ram,sealion,skunk,squirrel,stag,stallion,tiger,turkey,whitetaileddeer,wildcat,wolf,wolverine,woodchuck,woodpecker,woollymammoth
Pets,akita,alpaca,bird,bloodhound,bulldog,bunny,cat,cavy,chihuahua,cockatiel,dalmation,dog,emu,ferret,fish,frog,gerbil,goldfish,greatdane,greyhound,guineapig,hamster,hare,hedgehog,iguana,kitten,labradorretriever,lizard,lizards,malamute,mammal,mouse,parakeet,parrot,pembrokewelshcorgi,pony,poodle,puggle,puppy,rabbit,rat,shihtzu,siamesecat,siberianhusky,snail,snake,terrier,toad,turtle,wildcat
Primates,ape,baboon,bonobo,chimpanzee,gorilla,human,lemur,mammal,monkey,orangutan,spidermonkey
Reptiles/Amphibians,alligator,amphibian,anaconda,asp,axolotl,blackmamba,boa,boaconstrictor,bullfrog,caiman,chameleon,cobra,crocodile,dinosaur,frog,gardensnake,gecko,gnat,iguana,komododragon,lizard,newt,python,rattlesnake,reptile,salamander,snail,snake,toad,tortoise,treefrog,turtle,viper,watersnake
Rodent Like,anteater,badger,bat,beaver,chinchilla,chipmunk,cockroach,devil,ferret,gerbil,gopher,groundhog,guineapig,hamster,hedgehog,mole,mongoose,mouse,muskrat,otter,platypus,porcupine,prairiedog,rabbit,raccoon,rat,redrumpedagouti,skunk,squirrel,sugarglider,tapir,wolverine,woodchuck
